total_timesteps,explained_variance,policy_entropy,fps,nupdates,value_loss
80,-68.79972076416016,1.3636480569839478,169,1,0.0025116740725934505
8000,-0.030771613121032715,1.3567535877227783,1763,100,0.03043161705136299
16000,-0.18799078464508057,1.359919548034668,1820,200,0.0023161794524639845
24000,-0.05438375473022461,1.3604629039764404,1832,300,0.007306565530598164
32000,-6.453456401824951,1.3656715154647827,1836,400,0.00043295123032294214
40000,0.030031919479370117,1.3581207990646362,1851,500,0.007104800548404455
48000,0.2999064326286316,1.3771460056304932,1859,600,0.0013863329077139497
56000,0.38683897256851196,1.3449883460998535,1868,700,0.0004562220419757068
64000,0.0353735089302063,1.3807393312454224,1871,800,0.014305251650512218
72000,-0.01379847526550293,1.3677760362625122,1799,900,0.03113369084894657
80000,0.037699878215789795,1.3615444898605347,1728,1000,0.03766295313835144
88000,0.049456894397735596,1.3573729991912842,1678,1100,0.007094033062458038
96000,0.03935211896896362,1.352758765220642,1638,1200,0.0014031250029802322
104000,0.026946842670440674,1.3823692798614502,1604,1300,0.03829140216112137
112000,0.08946472406387329,1.3822259902954102,1577,1400,0.024748630821704865
120000,-0.0017660856246948242,1.3703196048736572,1555,1500,0.04075359180569649
128000,0.020918071269989014,1.3713690042495728,1536,1600,0.011099551804363728
136000,0.5364698767662048,1.384662389755249,1519,1700,0.00021484032913576812
144000,0.02935326099395752,1.3792543411254883,1504,1800,0.03333953768014908
152000,0.7731582671403885,1.363203763961792,1489,1900,0.00031050475081428885
160000,0.057898521423339844,1.3823553323745728,1479,2000,0.02683807909488678
168000,0.2259751558303833,1.3708051443099976,1469,2100,0.0003379742265678942
176000,0.1350972056388855,1.3799734115600586,1461,2200,0.03152050822973251
184000,0.7873446345329285,1.3811290264129639,1452,2300,0.00018643061048351228
192000,0.12556874752044678,1.3847852945327759,1443,2400,0.012854163534939289
200000,0.10092508792877197,1.3847911357879639,1437,2500,0.05279780551791191
208000,-9.85860824584961e-05,1.3854005336761475,1431,2600,0.013803576119244099
216000,0.25846558809280396,1.3822143077850342,1425,2700,0.0030827007722109556
224000,0.6709870398044586,1.3828891515731812,1420,2800,0.00017129995103459805
232000,0.6068138480186462,1.3855396509170532,1415,2900,0.0011231736280024052
240000,0.8074963986873627,1.3838106393814087,1410,3000,0.00032543722772970796
248000,0.3207606077194214,1.377781867980957,1406,3100,0.008291144855320454
256000,0.8057724386453629,1.3795318603515625,1402,3200,0.0014091769699007273
264000,0.14855986833572388,1.3825721740722656,1399,3300,0.011909816414117813
272000,0.03962463140487671,1.3782141208648682,1395,3400,0.010203043930232525
280000,0.17809736728668213,1.3730356693267822,1392,3500,0.009892472997307777
288000,0.7433810830116272,1.3539984226226807,1389,3600,0.0016563594108447433
296000,0.7176353335380554,1.3522316217422485,1386,3700,0.008263988420367241
304000,0.7216571867465973,1.3520866632461548,1384,3800,0.0046262312680482864
312000,0.5813134014606476,1.372672438621521,1383,3900,0.023355526849627495
320000,0.7527351677417755,1.3701974153518677,1380,4000,0.009176238439977169
328000,0.7218067944049835,1.3643373250961304,1378,4100,0.010691208764910698
336000,0.532855749130249,1.3653390407562256,1375,4200,0.037957143038511276
344000,0.7217274308204651,1.3648674488067627,1373,4300,0.03039870597422123
352000,0.5886865854263306,1.3623319864273071,1372,4400,0.018889518454670906
360000,0.7570548206567764,1.362216591835022,1370,4500,0.016847806051373482
368000,0.8450539708137512,1.37381112575531,1369,4600,0.005054972134530544
376000,0.824197068810463,1.3694283962249756,1367,4700,0.005356030073016882
384000,0.781633049249649,1.3580281734466553,1366,4800,0.004984884522855282
392000,0.930680513381958,1.363900899887085,1365,4900,0.006589975208044052
