nupdates,fps,value_loss,policy_entropy,explained_variance,total_timesteps
84500,1350,0.015051859430968761,0.8881061673164368,0.9223568066954613,6760000
84600,1350,0.03908795863389969,0.9314964413642883,0.8498074859380722,6768000
84700,1350,0.5197770595550537,0.9230535626411438,0.8192178457975388,6776000
84800,1350,0.05829336494207382,0.8609864115715027,0.9254482761025429,6784000
84900,1350,0.029006648808717728,0.9714721441268921,0.8511592745780945,6792000
85000,1350,0.042729515582323074,0.905206024646759,0.8923643678426743,6800000
85100,1350,0.33491984009742737,0.8605438470840454,0.8212378770112991,6808000
85200,1350,0.017601901665329933,1.013810157775879,0.922426737844944,6816000
85300,1350,0.017086874693632126,0.9155156016349792,0.895190455019474,6824000
85400,1351,0.022906001657247543,0.9055733680725098,0.9771482199430466,6832000
85500,1351,0.5972565412521362,0.8231655359268188,0.5911652445793152,6840000
85600,1351,0.15074244141578674,0.8690414428710938,0.49267566204071045,6848000
85700,1351,0.1359093338251114,0.817571759223938,0.7092003226280212,6856000
85800,1351,0.20490913093090057,0.796072781085968,0.762194886803627,6864000
85900,1351,0.58501136302948,0.8121345639228821,0.6344467997550964,6872000
86000,1351,0.574672520160675,0.8488410711288452,0.4600602984428406,6880000
86100,1351,0.07353473454713821,1.0288355350494385,0.9438855163753033,6888000
86200,1351,0.013999611139297485,0.9331949353218079,0.7427451312541962,6896000
86300,1351,0.022112786769866943,0.8130704164505005,0.8503526747226715,6904000
86400,1351,0.26388493180274963,0.8475031852722168,0.555795282125473,6912000
86500,1351,0.20346197485923767,0.8498172760009766,0.5989409685134888,6920000
86600,1351,0.012671759352087975,0.8141113519668579,0.9327841028571129,6928000
86700,1351,0.06802117824554443,0.8170232772827148,0.8325689285993576,6936000
86800,1351,0.14899607002735138,0.9051231145858765,0.9105417877435684,6944000
86900,1351,0.01590079814195633,0.9288266897201538,0.9328383207321167,6952000
87000,1351,0.034085121005773544,0.9315720796585083,0.9793586563318968,6960000
87100,1351,0.02674154005944729,0.904559314250946,0.8848896101117134,6968000
87200,1351,0.15607841312885284,0.9527417421340942,0.6531538665294647,6976000
87300,1351,0.026418710127472878,0.9282930493354797,0.8094257712364197,6984000
87400,1351,0.0183323472738266,0.7701209187507629,0.9566555432975292,6992000
87500,1352,0.02558928169310093,0.876268744468689,0.9250744879245758,7000000
87600,1352,0.175999253988266,0.8428802490234375,0.5983279645442963,7008000
87700,1352,0.07062292844057083,0.9048245549201965,0.8746293634176254,7016000
87800,1352,0.03599580377340317,0.8687423467636108,0.7577387988567352,7024000
87900,1352,0.018625546246767044,0.8322840929031372,0.897513747215271,7032000
88000,1352,0.4103836417198181,0.7922605276107788,0.8586482405662537,7040000
88100,1352,0.0177545677870512,0.9012095332145691,0.9425132274627686,7048000
88200,1352,0.05664755031466484,0.9127885103225708,0.829331636428833,7056000
88300,1352,0.02534261718392372,0.9477649927139282,0.9472863972187042,7064000
88400,1352,0.06188124418258667,0.8782202005386353,0.8510817885398865,7072000
88500,1352,0.04555743560194969,0.90777587890625,0.9712357744574547,7080000
88600,1352,0.23964695632457733,0.8675309419631958,0.8811032101511955,7088000
88700,1352,0.031816307455301285,0.9102846384048462,0.8999724611639977,7096000
88800,1352,0.01860441267490387,0.8281822204589844,0.9496052898466587,7104000
88900,1352,0.013085638172924519,0.9488618969917297,0.9718566741794348,7112000
89000,1352,0.2058139592409134,0.6571424603462219,0.1951354742050171,7120000
89100,1352,0.028309589251875877,0.9503690004348755,0.9073326140642166,7128000
89200,1352,0.08001913130283356,0.8767366409301758,0.7715124040842056,7136000
89300,1352,0.6603626608848572,0.8616156578063965,0.7847550213336945,7144000
89400,1352,0.08617647737264633,0.8122049570083618,0.9712817873805761,7152000
89500,1353,0.03635496273636818,0.9248802065849304,0.9392817951738834,7160000
89600,1353,0.027528351172804832,0.9141902923583984,0.9128909334540367,7168000
89700,1353,0.1042855978012085,0.9538328051567078,0.8847707957029343,7176000
89800,1353,0.05284838750958443,0.8070518374443054,0.8426692336797714,7184000
89900,1353,0.020253565162420273,0.9049185514450073,0.9599206633865833,7192000
