explained_variance,total_timesteps,policy_entropy,fps,nupdates,value_loss,policy_loss
-11.953566551208496,640,1.3522077798843384,418,1,0.0012201850768178701,-0.015025406144559383
0.013849794864654541,1280,1.3609273433685303,592,2,0.11069780588150024,0.3251202702522278
-0.0477527379989624,1920,1.3793494701385498,672,3,0.14173397421836853,-0.1988634169101715
0.0009121298789978027,2560,1.3777555227279663,729,4,0.11006929725408554,-0.13501212000846863
-0.18677043914794922,3200,1.3806428909301758,774,5,0.028477218002080917,0.13882067799568176
-0.014254570007324219,3840,1.384186029434204,779,6,0.040158919990062714,0.1004575788974762
-0.002711176872253418,4480,1.384626865386963,802,7,0.028380218893289566,-0.07656902819871902
-0.020747661590576172,5120,1.3834248781204224,802,8,0.02149854227900505,-0.13210895657539368
-0.012492775917053223,5760,1.3829195499420166,811,9,0.02104322984814644,0.00897234957665205
-0.01977717876434326,6400,1.3833205699920654,822,10,0.026371324434876442,0.05007490888237953
-0.006302475929260254,7040,1.3834006786346436,833,11,0.02449418418109417,0.0354953333735466
0.006464660167694092,7680,1.3836358785629272,835,12,0.033663783222436905,0.012717231176793575
-0.01847255229949951,8320,1.3836814165115356,849,13,0.012250205501914024,-0.06944385170936584
0.0005884170532226562,8960,1.3836785554885864,861,14,0.0342344231903553,0.023993179202079773
-0.00011229515075683594,9600,1.3837158679962158,871,15,0.0423884317278862,0.030761435627937317
-0.0035796165466308594,10240,1.383623719215393,882,16,0.037356264889240265,0.014098159968852997
-0.0014461278915405273,10880,1.3835176229476929,892,17,0.02633444406092167,-0.017510738223791122
-0.06327271461486816,11520,1.3833892345428467,900,18,0.004828516393899918,-0.08641216158866882
0.0016013383865356445,12160,1.3833036422729492,905,19,0.07314775884151459,0.1519402712583542
-0.001195669174194336,12800,1.383180022239685,912,20,0.04704906418919563,0.05715475231409073
-0.007588982582092285,13440,1.3832857608795166,918,21,0.0336570106446743,-0.038805898278951645
-0.003636956214904785,14080,1.383468508720398,919,22,0.0535992756485939,-0.028931424021720886
-0.009776473045349121,14720,1.3835022449493408,923,23,0.017080679535865784,-0.08675047755241394
0.009540259838104248,15360,1.38227379322052,926,24,0.03464566916227341,0.00436149537563324
0.0027621984481811523,16000,1.3811836242675781,930,25,0.047482870519161224,0.06764814257621765
-0.0034248828887939453,16640,1.3799798488616943,928,26,0.055449940264225006,0.07441948354244232
-0.006764650344848633,17280,1.3775584697723389,934,27,0.05594324320554733,0.03164747357368469
0.000550687313079834,17920,1.376273512840271,937,28,0.0611003153026104,-0.00677876453846693
-0.018445491790771484,18560,1.3739501237869263,943,29,0.06894735991954803,-0.11592134088277817
-0.0066797733306884766,19200,1.3701069355010986,943,30,0.06808087974786758,-0.15423718094825745
-0.012272477149963379,19840,1.3695918321609497,949,31,0.04602557420730591,-0.09022924304008484
0.014108717441558838,20480,1.370618224143982,953,32,0.05684641748666763,-0.021284177899360657
0.0016266107559204102,21120,1.3760383129119873,949,33,0.03528172895312309,-0.07242026180028915
0.03603178262710571,21760,1.3803541660308838,953,34,0.012658449821174145,-0.09422977268695831
-0.02146923542022705,22400,1.3831727504730225,954,35,0.040526192635297775,0.05626188963651657
-0.0172579288482666,23040,1.3840628862380981,956,36,0.03221859410405159,0.04149818420410156
0.002209961414337158,23680,1.3840386867523193,959,37,0.01717282086610794,-0.010363476350903511
-0.0006605386734008789,24320,1.3837089538574219,958,38,0.01420686673372984,-0.026302579790353775
0.0032601356506347656,24960,1.3838714361190796,962,39,0.014633730053901672,-0.019442759454250336
0.00126570463180542,25600,1.3837096691131592,960,40,0.03707734867930412,0.0642349049448967
